"date","lat","lon","id","Size","BellColor","VesicleSize","VesicleColor","VesicleShape","nearest_logger_id","nearest_logger_dist"
2022-07-25,25.12461071,-80.40203276,130305944,"small","brown","small","blue","round",8,9268.27618497828
2022-02-22,20.82111591,-78.93359336,130321025,"large","n/a","small","white","round",2,487056.373384259
2022-08-02,21.04852817,-79.29795856,130321230,"large","n/a","large","blue","slender",2,447894.698678706
2007-05-03,25.12805072,-80.40999262,130416700,"small","white","small","white","round",8,9207.50141975246
2007-05-03,25.12805072,-80.40999262,130416708,"medium","blue","n/a","n/a","n/a",8,9207.50141975246
2007-05-03,25.12805072,-80.40999262,130416709,"small","brown","small","white","round",8,9207.50141975246
2007-05-03,25.12805072,-80.40999262,130416712,"small","white","large","blue","round",8,9207.50141975246
2022-08-11,26.94211325,-80.07341318,130436751,"large","n/a","large","blue","round",11,36865.5425830989
2022-08-11,26.94211325,-80.07341318,130436752,"medium","brown","large","blue","slender",11,36865.5425830989
2022-07-02,25.111082,-80.41029844,130624265,"small","brown","n/a","n/a","n/a",8,10966.8431837769
2022-08-13,24.94822693,-80.60169983,130707729,"large","blue","medium","blue","slender",1,30288.8769943896
2022-06-21,25.12473933,-80.40209325,130717220,"small","blue","n/a","n/a","n/a",8,9256.70206352411
2021-05-06,24.56460833,-81.74594167,131161733,"small","n/a","n/a","n/a","n/a",7,6478.52031901021
2016-01-07,24.64141262,-81.5661138,131201220,"small","brown","small","blue","round",7,26489.2607017244
2022-08-10,20.92359308,-78.98758556,131655602,"medium","n/a","small","blue","slender",2,474342.042218665
2022-08-23,24.52533,-81.96363,132083472,"medium","n/a","large","blue","slender",7,16003.0313450556
2022-08-24,26.85214167,-82.30542,132226755,"medium","brown","medium","blue","slender",3,48798.2383833707
2022-08-26,24.65681555,-81.41369485,132426875,"small","white","n/a","n/a","n/a",2,31652.0916650363
2022-08-27,27.30948667,-82.56861167,132542154,"small","blue","medium","blue","slender",10,50546.2380506012
2022-08-27,27.30949167,-82.56867167,132542749,"small","blue","medium","blue","slender",10,50545.0112304527
2022-08-28,21.82358492,-72.14644328,132897438,"medium","brown","small","blue","slender",8,919825.106439344
2013-12-21,24.54695467,-81.81000476,133265414,"small","blue","n/a","n/a","n/a",1,117537.161239987
2022-09-02,26.87108833,-82.31112833,133361219,"large","brown","small","white","round",3,50304.9408732123
2022-09-02,24.57077789,-81.74731445,133400277,"n/a","blue","n/a","n/a","n/a",7,6543.8695993877
2022-09-04,24.66161728,-81.54110718,133714766,"medium","blue","n/a","n/a","n/a",7,29705.1538486068
2022-09-06,24.88377429,-80.6997725,133967782,"small","brown","n/a","n/a","n/a",1,29669.0714293757
2022-08-28,27.30792833,-82.56524667,133987447,"medium","brown","large","blue","slender",10,50757.3466966327
2022-09-07,25.679433,-80.163555,134048093,"medium","blue","n/a","n/a","n/a",6,5821.31004908392
2022-05-29,26.92513132,-82.36063488,134081253,"n/a","brown","small","blue","round",3,57612.6579606253
2022-09-02,21.14887447,-86.79820875,134722856,"small","white","n/a","n/a","n/a",7,636645.14557311
2022-09-04,27.33701659,-82.5824667,134893464,"medium","n/a","medium","blue","slender",10,47356.583678925
2019-04-22,24.736373,-80.99129397,134977589,"small","n/a","large","blue","slender",2,11986.6399981057
2022-09-16,25.14230782,-80.92303991,135367872,"n/a","blue","n/a","n/a","n/a",1,9317.91063234779
2020-03-10,25.14093958,-80.92398874,135473820,"large","n/a","medium","blue","round",1,9373.44405042942
2022-09-18,25.1348945,-80.422045,135558708,"n/a","brown","n/a","n/a","n/a",8,9125.47284024473
2022-09-18,24.66224456,-81.27241681,135605615,"large","n/a","large","n/a","round",2,17637.5690174022
2022-09-24,25.12568673,-80.40339246,136368159,"n/a","brown","n/a","n/a","n/a",8,9200.7396693351
2022-09-25,25.12598452,-80.40328663,136526604,"medium","brown","small","blue","slender",8,9165.93880042337
2022-09-25,25.12598452,-80.40328663,136526606,"medium","brown","medium","brown","round",8,9165.93880042337
2022-09-25,25.12598452,-80.40328663,136526608,"large","n/a","small","blue","round",8,9165.93880042337
2022-09-25,25.12598452,-80.40328663,136526609,"large","n/a","small","blue","round",8,9165.93880042337
2022-09-25,25.12598452,-80.40328663,136526612,"large","n/a","large","blue","round",8,9165.93880042337
2022-09-25,25.12598452,-80.40328663,136526613,"large","n/a","small","blue","slender",8,9165.93880042337
2022-09-25,25.12598452,-80.40328663,136526614,"large","n/a","medium","blue","round",8,9165.93880042337
2022-09-25,25.12598452,-80.40328663,136526615,"large","n/a","medium","blue","round",8,9165.93880042337
2022-09-25,25.12598452,-80.40328663,136526616,"large","n/a","n/a","n/a","n/a",8,9165.93880042337
2022-09-25,25.12598452,-80.40328663,136526619,"large","n/a","small","blue","slender",8,9165.93880042337
2022-09-25,25.12598452,-80.40328663,136526622,"medium","brown","small","blue","round",8,9165.93880042337
2022-09-25,24.65544512,-81.30315319,136700267,"medium","n/a","large","blue","round",2,20830.341305716
2022-09-28,25.84494518,-80.14512072,136858746,"n/a","brown","n/a","n/a","n/a",6,12715.4534540089
2021-12-23,21.6721673,-71.93674818,136964130,"n/a","blue","n/a","n/a","n/a",8,946696.911576868
2022-09-29,25.921605,-81.72978833,137095592,"medium","blue","small","blue","slender",9,53635.4254504168
2022-10-02,24.67065822,-81.41580945,137350739,"medium","blue","n/a","n/a","n/a",2,31604.8872916908
2021-12-13,24.6619864,-81.35783162,137558989,"large","white","small","blue","slender",2,26000.0310898838
2022-10-07,25.90728,-80.13282783,137869927,"medium","brown","medium","white","round",6,19758.4442842955
2022-10-07,25.90766825,-80.13303448,137879297,"small","blue","n/a","n/a","n/a",6,19798.1835299221
2022-10-08,25.09355833,-80.444375,138051032,"large","brown","large","brown","round",8,14221.8378156934
2022-10-09,24.5708156,-81.747452,138218552,"small","brown","n/a","n/a","n/a",7,6532.20347024325
2022-10-10,24.88336988,-80.69079066,138313375,"large","blue","large","blue","round",1,30131.7991814992
2022-10-10,25.78824167,-80.1453555,138330349,"large","blue","n/a","n/a","n/a",6,6503.9983027435
2022-10-12,25.1407555,-80.40187833,138607248,"medium","brown","n/a","n/a","n/a",8,7583.5739725032
2022-10-03,24.72329442,-81.02424258,138624270,"n/a","brown","n/a","n/a","n/a",2,8429.77274870204
2022-10-09,24.71074421,-81.10856545,138764465,"medium","white","n/a","n/a","n/a",2,210.802327590057
2022-10-17,25.70052282,-79.29677648,139282020,"large","brown","n/a","n/a","n/a",6,86815.7587708054
2022-10-12,25.14076117,-80.40184667,139364940,"large","brown","small","blue","round",8,7581.74063006827
2022-10-22,25.11838247,-80.42135786,139637818,"medium","brown","n/a","n/a","n/a",8,10677.1684330022
2022-11-04,27.53000799,-80.35115406,141225813,"large","brown","medium","blue","slender",4,101434.270228313
2022-11-06,24.915075,-80.64044722,141351766,"n/a","brown","n/a","n/a","n/a",1,30093.7112657089
2022-11-12,25.71681667,-80.161125,141790972,"n/a","brown","small","white","round",6,1657.80792741551
2022-11-12,25.032775,-80.50431167,141799968,"small","white","n/a","n/a","n/a",8,23190.7667288581
2022-11-13,24.97549438,-80.55573273,141878884,"medium","blue","n/a","n/a","n/a",8,31394.9616886724
2022-11-13,24.97528076,-80.55573273,141878985,"n/a","blue","n/a","n/a","n/a",8,31414.19101792
2022-11-13,24.97514343,-80.55577087,141878995,"large","blue","n/a","n/a","n/a",8,31428.8190989034
2022-11-16,25.6457795,-80.06827914,142142800,"small","blue","n/a","n/a","n/a",6,13390.6935768268
2022-11-16,25.72358829,-80.15533969,142151594,"large","brown","n/a","n/a","n/a",6,1105.54558580445
2022-08-17,20.31559986,-87.35362541,142156250,"medium","white","n/a","n/a","n/a",7,740005.616387752
2022-11-16,25.74011272,-80.16192268,142164766,"medium","brown","n/a","n/a","n/a",6,936.765881511924
2022-11-16,27.67482833,-82.73204667,142165137,"medium","brown","large","blue","slender",10,14090.1026903594
2022-11-16,27.67430138,-82.73291862,142168110,"large","n/a","small","white","round",10,14193.0694697383
2022-11-17,25.73937,-80.16246667,142221232,"n/a","brown","n/a","n/a","n/a",6,857.274710850396
2022-11-17,25.7392738,-80.1625063,142224805,"n/a","blue","n/a","n/a","n/a",6,846.979593772464
2022-11-19,21.784095,-72.226905,142379410,"n/a","brown","n/a","n/a","n/a",8,914272.445205979
2022-11-20,24.76952001,-81.03845235,142456137,"n/a","white","medium","blue","round",2,9474.62919544428
2022-11-20,25.11265411,-80.41494049,142471930,"large","brown","small","white","round",8,10977.4978060025
2022-11-22,27.3064022,-82.5662185,142608178,"medium","brown","medium","blue","round",10,50914.6432444208
2022-11-23,24.57158976,-81.73264761,142677364,"medium","white","n/a","n/a","n/a",7,7982.1935499189
2022-11-25,25.07808129,-80.46169199,142819804,"medium","white","n/a","n/a","n/a",8,16606.1690089404
2022-11-24,25.79118667,-80.18538667,143007402,"n/a","brown","small","blue","slender",6,7034.95040789133
2016-02-10,21.23400455,-86.7966853,143434989,"small","brown","small","blue","slender",7,630801.821965661
2022-12-01,25.72748833,-80.23740333,143451078,"large","brown","medium","blue","round",6,7606.18141593519
2022-11-26,25.70578172,-80.1528398,143540125,"medium","white","n/a","n/a","n/a",6,3018.94885959927
2022-12-03,25.1515008,-80.39399598,143566490,"large","brown","small","white","round",8,6177.02824602647
2022-12-04,24.74116316,-80.97999283,143689945,"large","brown","large","blue","round",2,13224.9379190936
2022-12-03,25.72221333,-80.22718833,143698103,"large","blue","large","blue","slender",6,6651.84292913412
2022-11-19,25.01115833,-80.53198833,143723481,"medium","blue","n/a","n/a","n/a",8,26778.3035886737
2021-12-21,24.724195,-81.01558055,143758711,"n/a","brown","n/a","n/a","n/a",2,9310.40662016266
2022-12-05,25.12573504,-80.40509425,143758975,"medium","brown","small","white","round",8,9255.49924821637
2022-11-28,25.1252463,-80.4060761,143770180,"medium","brown","n/a","n/a","n/a",8,9341.92390630135
2022-12-08,25.74221167,-80.16887,143941691,"medium","brown","n/a","n/a","n/a",6,1373.38754340808
2022-11-28,27.49052,-82.68415833,144203340,"large","brown","n/a","n/a","n/a",10,30590.952828092
2022-12-12,27.30668889,-82.56664444,144258202,"medium","n/a","medium","blue","slender",10,50878.0175241583
2022-12-18,25.74409667,-80.21021333,144606673,"medium","brown","n/a","n/a","n/a",6,5056.64482745199
2022-12-20,25.07768302,-80.46191834,144733072,"large","n/a","medium","blue","round",8,16655.7964310722
2022-12-17,24.56429167,-81.73047,144823045,"medium","brown","n/a","n/a","n/a",7,8002.24092605912
2022-12-18,21.1985324,-76.03343859,145045938,"medium","brown","n/a","n/a","n/a",8,629045.335356742
2022-12-12,21.53567606,-71.50145824,145187775,"n/a","n/a","small","blue","slender",8,993843.679819318
2022-12-30,25.02323399,-80.4940236,145447273,"medium","blue","n/a","n/a","n/a",8,23511.2405975639
2022-12-30,21.25605444,-86.74981344,145498791,"small","brown","small","blue","round",7,625437.451627185
2023-01-01,24.70013647,-81.05415273,145631995,"small","brown","small","blue","round",2,5430.25793317652
2023-01-03,26.94207764,-80.07366943,145772905,"medium","brown","medium","brown","round",11,36864.301842013
2023-01-03,26.94620895,-80.07662964,145772925,"medium","brown","medium","brown","round",11,37353.675142016
2022-09-02,25.69895846,-79.2958359,145835344,"medium","brown","medium","brown","slender",6,86917.7159609592
2023-01-04,25.07673105,-77.430842,145893216,"medium","white","small","brown","slender",6,284109.823881032
2023-01-05,20.83131136,-86.88836329,145942824,"n/a","brown","n/a","n/a","n/a",7,665957.19798658
2023-01-07,20.50357437,-87.21855927,146064158,"large","blue","small","blue","slender",7,715723.375712703
2023-01-07,25.12481117,-80.404105,146178807,"large","brown","n/a","n/a","n/a",8,9316.89387846719
2023-01-09,24.54510326,-81.73316588,146236120,"n/a","brown","n/a","n/a","n/a",7,7614.11524875885
2023-01-10,25.08799167,-80.44110833,146329686,"large","n/a","n/a","n/a","n/a",8,14598.9041312316
2023-01-11,27.64592616,-82.74451095,146379352,"medium","brown","large","blue","slender",10,17242.9917282667
2023-01-11,27.64592616,-82.74451095,146379353,"medium","brown","medium","blue","round",10,17242.9917282667
2023-01-12,21.75551631,-72.26343118,146410917,"n/a","brown","n/a","n/a","n/a",8,912298.057762131
2023-01-13,27.67508,-82.73452,146485789,"n/a","brown","small","blue","round",10,14251.5607022796
2023-01-13,21.83978485,-71.84878325,146502342,"large","brown","large","blue","slender",8,946852.266740255
2022-12-17,24.66835556,-81.36996389,146824920,"medium","white","small","white","round",2,27067.076728598
2019-08-17,24.70091814,-81.33239835,147276349,"large","brown","n/a","n/a","n/a",2,22872.6100569012
2023-01-22,21.8263806,-72.14291663,147395535,"medium","brown","n/a","n/a","n/a",8,920018.32844101
2023-01-22,25.082487,-77.31956397,147537464,"n/a","brown","n/a","n/a","n/a",6,294773.66039277
2023-01-26,24.6286208,-82.87170074,147568250,"n/a","white","n/a","n/a","n/a",7,108009.632372679
2023-01-29,27.302827,-82.5660337,147632744,"large","brown","large","blue","round",10,51312.0343660291
2023-01-28,21.62293562,-81.56382635,147704341,"n/a","brown","n/a","n/a","n/a",7,326886.561423203
2016-04-07,22.51477166,-78.51902013,147774069,"large","blue","n/a","n/a","n/a",1,373795.489010882
2023-01-31,25.12172217,-80.41831167,147774941,"n/a","blue","n/a","n/a","n/a",8,10206.0040596296
2023-01-30,24.62722,-82.87325333,147799240,"medium","n/a","medium","blue","round",7,108154.509616765
2023-02-01,24.70368833,-81.11251117,147852854,"n/a","brown","n/a","n/a","n/a",2,1015.88824781289
2023-01-31,22.55133184,-78.42495981,147933169,"medium","n/a","small","brown","slender",8,355583.797092817
2023-01-31,22.55132777,-78.42493582,147933171,"medium","brown","large","blue","round",8,355585.535838009
2023-01-31,22.55133107,-78.42496583,147933172,"large","brown","large","brown","round",8,355583.527081981
2023-01-31,22.5513111,-78.42497134,147933173,"medium","brown","large","blue","slender",8,355585.068523022
2023-02-01,21.59395653,-81.55906007,148017828,"small","brown","large","brown","slender",7,330140.673454116
2023-02-08,25.02368546,-80.49526978,148338612,"small","blue","medium","blue","slender",8,23534.2846275713
2023-02-08,24.70535333,-81.11236667,148374784,"n/a","brown","n/a","n/a","n/a",2,864.352475492638
2022-04-17,25.42544879,-80.21175093,148664584,"small","brown","small","brown","round",8,29529.8976225234
2022-04-17,25.42544879,-80.21175093,148664591,"medium","n/a","medium","blue","round",8,29529.8976225234
2022-04-17,25.42544879,-80.21175093,148664593,"medium","n/a","small","blue","round",8,29529.8976225234
2022-04-17,25.42544879,-80.21175093,148664596,"small","brown","small","brown","slender",8,29529.8976225234
2022-04-17,25.42544879,-80.21175093,148664598,"medium","n/a","small","blue","round",8,29529.8976225234
2022-07-01,24.9314461,-76.1899661,148733080,"medium","brown","medium","blue","slender",6,409408.481190571
2022-07-01,24.9314461,-76.1899661,148733082,"medium","brown","large","brown","slender",6,409408.481190571
2023-02-13,23.470651,-75.745358,148738718,"medium","blue","medium","blue","round",8,507345.616524402
2020-01-03,24.03335003,-74.49394847,148787471,"small","blue","small","white","round",6,602707.644374394
2022-02-14,25.90978834,-80.1373,148808900,"medium","brown","medium","brown","slender",6,19974.9079014474
2023-02-15,24.99942,-80.61060333,148843502,"medium","brown","medium","blue","slender",1,26251.5247938657
2023-02-14,24.91167395,-80.64570424,149048391,"n/a","n/a","n/a","n/a","n/a",1,30046.083950877
2022-12-04,24.7411734,-80.98020561,149125480,"large","n/a","small","blue","round",2,13204.4185431915
2023-02-19,24.84324146,-80.79297926,149143082,"small","brown","n/a","n/a","n/a",1,31201.4639149222
2023-02-19,26.29469167,-77.08316117,149148112,"medium","blue","small","blue","slender",11,296228.547999797
2023-02-20,25.89408,-80.1452555,149279162,"n/a","brown","medium","brown","slender",6,18151.0221033406
2023-02-21,25.13334717,-80.397955,149352823,"large","brown","medium","brown","round",8,8215.45213822534
2023-02-14,24.570345,-81.74848833,149402193,"n/a","brown","n/a","n/a","n/a",7,6415.72608421396
2023-02-24,25.01640129,-80.51325226,149588526,"small","brown","n/a","n/a","n/a",8,25203.0686166837
2023-03-05,24.962995,-80.57011333,150325520,"medium","blue","n/a","n/a","n/a",1,31873.8456373603
2023-03-05,25.10614074,-77.34697422,150327739,"n/a","blue","n/a","n/a","n/a",6,291435.471094885
2023-03-06,24.62787833,-82.87218667,150445505,"medium","blue","n/a","n/a","n/a",7,108052.385329959
2023-03-05,24.62785877,-82.87229543,150497785,"medium","white","n/a","n/a","n/a",7,108063.195170208
2023-03-07,24.62788582,-82.87255903,150519156,"n/a","brown","n/a","n/a","n/a",7,108090.02092295
2023-03-09,25.12600409,-80.40539217,150682722,"medium","blue","n/a","n/a","n/a",8,9238.31791323502
2023-03-10,24.73259442,-81.01418012,150759670,"medium","brown","large","brown","round",2,9639.64920421814
2023-03-11,25.86843673,-80.12955878,150820650,"medium","brown","n/a","n/a","n/a",6,15558.5870772472
2023-03-02,20.44999935,-87.30000023,150872808,"large","n/a","medium","brown","round",7,726063.165821153
2023-03-02,20.44999935,-87.30000023,150873875,"large","n/a","medium","brown","round",7,726063.165821153
2023-03-02,20.44999935,-87.30000023,150873886,"large","brown","medium","brown","slender",7,726063.165821153
2023-03-02,20.44999935,-87.30000023,150874065,"large","brown","small","blue","slender",7,726063.165821153
2023-03-02,20.44999935,-87.30000023,150921306,"medium","brown","small","brown","round",7,726063.165821153
2023-03-02,20.44999935,-87.30000023,150921585,"large","brown","medium","brown","slender",7,726063.165821153
2023-03-02,20.44999935,-87.30000023,150921706,"large","n/a","small","brown","round",7,726063.165821153
2023-03-02,20.44999935,-87.30000023,150921730,"large","n/a","small","blue","round",7,726063.165821153
2023-03-02,20.44999935,-87.30000023,150921887,"large","n/a","small","brown","round",7,726063.165821153
2023-03-12,25.12576294,-80.40474701,151005467,"large","n/a","small","blue","round",8,9240.16214554095
2023-03-13,21.53652,-71.49948,151070574,"n/a","n/a","n/a","n/a","n/a",8,993986.731468289
2023-03-13,24.57078611,-81.74740556,151093664,"large","brown","n/a","n/a","n/a",7,6535.50601105567
2023-03-01,25.108149,-80.41294256,151126088,"large","brown","large","blue","slender",8,11366.6397513479
2022-12-09,25.18393075,-80.38919603,151176298,"medium","brown","n/a","n/a","n/a",8,2755.68806894899
2023-03-15,25.08659153,-80.45266829,151292501,"medium","brown","n/a","n/a","n/a",8,15318.9133117919
2023-03-16,24.74928035,-80.97780278,151301587,"medium","brown","small","blue","round",2,13692.582687073
2023-03-06,25.120954,-80.40300706,151365469,"medium","brown","small","blue","round",8,9685.31060089088
2023-02-10,25.00917806,-80.52762278,151710578,"n/a","n/a","n/a","n/a","n/a",8,26694.4169286627
2023-03-20,27.3047424,-82.5680192,151762257,"n/a","brown","medium","blue","slender",10,51077.6063723726
2023-03-18,25.09616117,-80.43487,151829427,"n/a","white","n/a","n/a","n/a",8,13500.4745496777
2023-03-15,21.76321667,-72.22545556,151885373,"medium","brown","large","brown","round",8,915434.600713647
2023-03-15,21.76328333,-72.22558611,151885377,"large","brown","large","brown","round",8,915419.212981782
2023-03-22,25.12512,-80.40299,151954982,"large","n/a","large","blue","round",8,9246.44639864932
2023-03-21,24.91181913,-80.64547143,151997016,"large","n/a","medium","blue","round",1,30048.365684318
2023-03-24,25.71407167,-80.1621555,152187228,"small","brown","n/a","n/a","n/a",6,1962.90834334438
2012-07-21,24.73230434,-81.0456497,152241162,"medium","n/a","small","white","round",1,48284.9335494806
2023-03-24,25.023425,-80.494355,152252815,"n/a","brown","small","blue","round",8,23510.5624261877
2023-03-25,26.05660558,-80.11248691,152268784,"n/a","n/a","small","blue","round",6,36502.5514464072
2013-03-29,26.39045968,-81.87850638,152299549,"large","brown","large","brown","slender",9,98514.7744452105
2023-03-25,24.57030333,-81.731675,152313150,"n/a","brown","n/a","n/a","n/a",7,8036.66248193711
2023-03-16,22.52120393,-78.35547447,152663029,"medium","brown","n/a","n/a","n/a",8,362345.311681664
2023-03-28,25.12606667,-80.40542,152692816,"small","blue","n/a","n/a","n/a",8,9232.83415199252
2023-03-30,25.0962555,-80.435495,152842912,"n/a","brown","n/a","n/a","n/a",8,13520.7361354598
2023-03-17,22.52120393,-78.35547447,152931517,"medium","blue","medium","blue","slender",8,362345.311681664
2023-03-10,23.98670575,-74.48290898,153009819,"medium","brown","n/a","n/a","n/a",6,605512.783951191
2023-04-02,25.99721076,-81.71330976,153219707,"n/a","brown","medium","brown","slender",9,56452.8228259867
2023-04-02,25.99715772,-81.71331572,153219712,"medium","brown","large","blue","round",9,56449.9760617665
2023-03-21,22.52120393,-78.35547447,153736213,"medium","blue","n/a","n/a","n/a",8,362345.311681664
2023-03-21,22.52120393,-78.35547447,153738466,"medium","brown","medium","blue","slender",8,362345.311681664
2023-03-22,24.75514479,-77.82116856,154200468,"medium","brown","small","blue","slender",6,259523.453606048
2023-03-22,24.75514667,-77.82019667,154200485,"medium","blue","n/a","n/a","n/a",6,259612.221977809
2023-04-09,24.7046199,-81.10885746,154333900,"medium","white","n/a","n/a","n/a",2,749.175100866948
2023-04-09,20.50263666,-87.21959577,154349817,"medium","brown","small","blue","slender",7,715873.264902837
2023-04-11,21.78525368,-72.22549729,154481444,"medium","blue","medium","blue","round",8,914346.136358298
2023-04-12,21.57623088,-88.23342305,154661392,"medium","brown","small","blue","slender",7,736554.479629125
2023-04-13,25.07289174,-80.54937833,154702756,"n/a","white","n/a","n/a","n/a",8,23011.2704748348
2023-04-13,24.92190361,-80.63301849,154724925,"n/a","brown","n/a","n/a","n/a",1,30018.0309573218
2023-04-13,24.55778667,-81.78775,154740122,"medium","brown","small","white","round",7,2202.3902272675
2023-04-04,22.47937493,-78.16085207,155031217,"n/a","brown","n/a","n/a","n/a",8,377674.835099486
2023-04-13,25.3806053,-80.2409698,155077119,"medium","n/a","large","blue","round",8,23745.5629179949
2023-04-15,24.74410144,-80.98670357,155146617,"medium","blue","n/a","n/a","n/a",2,12660.9687206916
2023-04-15,24.62786155,-82.87240941,155165509,"small","blue","n/a","n/a","n/a",7,108074.719597967
2023-04-15,24.71709274,-81.0751106,155225414,"n/a","brown","n/a","n/a","n/a",2,3245.8506466034
2023-04-16,27.66996193,-82.73088837,155243919,"large","brown","large","blue","round",10,14381.2910257921
2023-04-17,22.638095,-79.13645283,155335692,"n/a","brown","medium","brown","slender",2,305908.754064984
2023-03-29,24.62770449,-82.87262456,155682218,"small","blue","n/a","n/a","n/a",7,108095.110474291
2023-02-15,25.55528459,-80.18013977,155960488,"n/a","brown","small","blue","round",6,19725.4677190443
2023-04-21,24.56144916,-81.78796523,155961405,"n/a","n/a","small","blue","round",7,2358.27977066874
2023-04-16,29.70621409,-81.22852655,156358703,"n/a","blue","n/a","n/a","n/a",4,156388.758646105
2021-03-15,25.12472642,-80.40233894,156414012,"large","n/a","small","white","round",8,9266.11747851206
2021-03-15,25.12472642,-80.40233894,156414033,"n/a","brown","large","blue","round",8,9266.11747851206
2021-03-15,25.12472642,-80.40233894,156414036,"large","brown","medium","blue","round",8,9266.11747851206
2021-03-15,25.12472642,-80.40233894,156414046,"n/a","brown","medium","blue","slender",8,9266.11747851206
2023-04-19,25.50628333,-80.18240333,156519941,"medium","brown","medium","blue","slender",6,25179.1714013247
2023-04-24,25.13045863,-80.42302454,156523067,"large","brown","small","blue","slender",8,9594.23900996334
2023-04-23,24.7328089,-81.04900751,156751686,"n/a","brown","large","blue","slender",2,6300.02582399487
2023-04-23,24.7328089,-81.04900751,156751853,"n/a","brown","small","white","round",2,6300.02582399487
2023-04-23,24.7328089,-81.04900751,156752127,"small","brown","n/a","n/a","n/a",2,6300.02582399487
2023-04-04,22.47296139,-78.15516306,156788378,"large","brown","n/a","n/a","n/a",8,378596.545812525
2023-04-27,24.62788971,-82.87229734,157534646,"small","blue","small","blue","slender",7,108063.648077892
2023-04-29,25.17921278,-80.45185687,158061274,"large","brown","small","white","round",8,8454.15021215591
2023-04-29,25.14617693,-80.42765261,158070917,"large","n/a","n/a","n/a","n/a",8,8466.12269594896
2023-05-01,24.744075,-80.986175,158783470,"n/a","blue","n/a","n/a","n/a",2,12711.2579710987
2023-05-02,24.7399217,-80.9840695,159322017,"n/a","blue","n/a","n/a","n/a",2,12791.2436625725
2023-05-02,24.739916,-80.9834761,159322132,"large","brown","small","blue","slender",2,12849.1631680126
2023-05-02,24.7399255,-80.9834643,159322849,"medium","brown","medium","blue","slender",2,12850.5827561104
2023-05-03,25.12530876,-80.40462817,159474558,"large","brown","large","blue","slender",8,9283.26254730866
2023-05-04,25.32469872,-80.23651923,159740398,"medium","brown","medium","blue","round",8,19214.011873927
2023-05-04,21.23355833,-86.73961944,159757506,"small","brown","n/a","n/a","n/a",7,626097.867251846
2023-05-04,21.82645833,-72.14296667,159793396,"medium","blue","small","blue","round",8,920009.915075106
2023-05-04,26.85215833,-82.30571167,160051104,"medium","brown","small","blue","round",3,48824.7585197775
2023-05-04,25.12471372,-80.40206742,160546088,"large","brown","small","blue","slender",8,9258.55566564299
2023-05-07,24.9116736,-80.6454533,160580706,"n/a","n/a","n/a","n/a","n/a",1,30062.08953682
2023-05-09,25.69804349,-79.29689715,160810391,"n/a","brown","medium","white","slender",6,86816.0418009189
2023-05-02,24.74083747,-80.97989576,160897114,"medium","blue","n/a","n/a","n/a",2,13225.29580523
2023-05-12,27.33692022,-82.58245021,161217109,"n/a","n/a","n/a","n/a","n/a",10,47367.4163378252
2023-05-12,25.91308784,-81.72331238,161233648,"n/a","brown","small","blue","round",9,52640.2050184706
2023-05-12,25.1013565,-80.4384723,161254021,"medium","brown","small","blue","round",8,13171.796496068
2023-05-12,24.9994539,-80.54418757,161271760,"n/a","blue","n/a","n/a","n/a",8,28559.947134153
2023-05-08,26.53907,-76.95873833,161294927,"large","brown","small","brown","round",11,306288.547330446
2023-05-08,25.10136255,-80.43828059,161507138,"medium","brown","large","blue","round",8,13161.4468433751
2023-05-13,25.07957783,-80.45297167,161511407,"n/a","n/a","small","blue","round",8,16002.5992112338
2023-05-13,25.0799596,-80.45290982,161512324,"n/a","n/a","small","blue","round",8,15962.8286519471
2023-05-15,24.5709162,-81.74769882,161915041,"n/a","blue","n/a","n/a","n/a",7,6512.55773708095
2022-12-19,24.72878983,-81.42255874,161974797,"n/a","n/a","large","blue","round",2,32020.6787155344
2023-05-16,24.74399471,-82.87008948,162074244,"n/a","white","n/a","n/a","n/a",7,109580.066810847
2023-05-12,27.33721742,-82.58309643,162234189,"medium","n/a","n/a","n/a","n/a",10,47328.6052499522
2023-05-16,24.62759643,-82.87282877,162239025,"n/a","white","n/a","n/a","n/a",7,108114.810986723
2023-05-16,24.63946972,-82.8518862,163002732,"n/a","white","n/a","n/a","n/a",7,106111.478632757
2023-05-22,24.72318053,-81.07690414,163154328,"small","brown","n/a","n/a","n/a",2,3285.59579803009
2023-05-19,24.92161368,-80.63332429,163243543,"n/a","brown","small","blue","round",1,30021.1300305972
2023-05-24,21.81736409,-72.1495636,163804301,"large","brown","large","blue","round",8,919835.695901411
2023-05-19,25.14245344,-80.92213701,164102566,"small","blue","n/a","n/a","n/a",1,9234.06759448949
2023-05-19,24.68737291,-81.39479535,164356349,"small","blue","small","blue","round",2,29275.2282076634
2023-05-19,24.68737291,-81.39479535,164356359,"large","n/a","small","blue","round",2,29275.2282076634
2023-05-19,24.68737291,-81.39479535,164357578,"small","blue","n/a","n/a","n/a",2,29275.2282076634
2023-05-19,24.68737291,-81.39479535,164357584,"large","brown","small","blue","round",2,29275.2282076634
2023-05-17,25.14221732,-80.92322184,164360308,"small","blue","n/a","n/a","n/a",1,9333.1093259513
2023-05-29,25.02010533,-80.51333415,164671760,"small","blue","n/a","n/a","n/a",8,24868.1825446095
2023-05-31,25.71465333,-80.24978667,164879878,"n/a","n/a","n/a","n/a","n/a",6,9035.54191773993
2023-06-01,24.93708,-80.78696333,164972076,"medium","brown","medium","blue","slender",1,21018.1769660231
